交易 #,类型,日期/时间,信号,价格 USDT,仓位大小（数量）,仓位大小（价值）,净损益 USDT,净损益 %,最大交易获利 USDT,最大交易获利 %,交易亏损 USDT,交易亏损 %,累计P&L USDT,累计P&L %
79,空头出场,2021-03-13 16:00,平空-EMA,1.1416,503089,519238.1569,-55635.03,-10.71,23435.87,4.51,-55549.1,-10.69,453863.16,4538.63
79,空头进场,2021-03-13 04:00,开空,1.0321,503089,519238.1569,-55635.03,-10.71,23435.87,4.51,-55549.1,-10.69,453863.16,4538.63
80,空头出场,2021-03-16 20:00,平空-EMA,1.0915,451926,463630.8834,-30124.8,-6.49,11473.07,2.47,-36792.63,-7.93,423738.34,4237.38
80,空头进场,2021-03-15 16:00,开空,1.0259,451926,463630.8834,-30124.8,-6.49,11473.07,2.47,-36792.63,-7.93,423738.34,4237.38
81,多头出场,2021-03-23 00:00,平多,1.1503,353577,433520.7597,-27221.26,-6.28,87081.4,20.08,-28432.2,-6.56,396517.1,3965.17
81,多头进场,2021-03-17 00:00,开多,1.2261,353577,433520.7597,-27221.26,-6.28,87081.4,20.08,-28432.2,-6.56,396517.1,3965.17
82,空头出场,2021-03-26 16:00,平空-EMA,1.2597,380087,406313.003,-72925.15,-17.94,8614.86,2.12,-83290.17,-20.49,323591.94,3235.92
82,空头进场,2021-03-25 04:00,开空,1.069,380087,406313.003,-72925.15,-17.94,8614.86,2.12,-83290.17,-20.49,323591.94,3235.92
83,多头出场,2021-04-04 04:00,平多,1.1624,270967,333424.8935,-18777.05,-5.63,4575.21,1.37,-21708.59,-6.51,304814.9,3048.15
83,多头进场,2021-03-30 16:00,开多,1.2305,270967,333424.8935,-18777.05,-5.63,4575.21,1.37,-21708.59,-6.51,304814.9,3048.15
84,多头出场,2021-04-07 20:00,平多,1.1828,247100,314657.14,-22690.72,-7.21,6143.72,1.95,-28474.99,-9.05,282124.16,2821.24
84,多头进场,2021-04-06 20:00,开多,1.2734,247100,314657.14,-22690.72,-7.21,6143.72,1.95,-28474.99,-9.05,282124.16,2821.24
85,多头出场,2021-04-18 08:00,平多,1.1978,235390,291977.756,-10314.58,-3.53,74708.03,25.57,-39785.66,-13.62,271809.6,2718.10
85,多头进场,2021-04-11 20:00,开多,1.2404,235390,291977.756,-10314.58,-3.53,74708.03,25.57,-39785.66,-13.62,271809.6,2718.10
86,空头出场,2021-04-19 08:00,平空-EMA,1.3208,248210,281668.708,-46471.81,-16.49,1224.32,0.43,-47201.45,-16.75,225337.78,2253.38
86,空头进场,2021-04-18 16:00,开空,1.1348,248210,281668.708,-46471.81,-16.49,1224.32,0.43,-47201.45,-16.75,225337.78,2253.38
87,空头出场,2021-04-26 16:00,平空-EMA,1.2373,203178,235219.1706,-16416.28,-6.98,48177.8,20.47,-26998.06,-11.47,208921.5,2089.22
87,空头进场,2021-04-20 08:00,开空,1.1577,203178,235219.1706,-16416.28,-6.98,48177.8,20.47,-26998.06,-11.47,208921.5,2089.22
88,多头出场,2021-05-04 20:00,平多,1.2721,164755,218811.1155,-9440.48,-4.31,13664.11,6.24,-15843.51,-7.24,199481.03,1994.81
88,多头进场,2021-04-27 16:00,开多,1.3281,164755,218811.1155,-9440.48,-4.31,13664.11,6.24,-15843.51,-7.24,199481.03,1994.81
89,多头出场,2021-05-19 16:00,平多,1.5943,152085,209375.4195,32867.77,15.69,166169.84,79.32,-1123.66,-0.54,232348.8,2323.49
89,多头进场,2021-05-05 20:00,开多,1.3767,152085,209375.4195,32867.77,15.69,166169.84,79.32,-1123.66,-0.54,232348.8,2323.49
90,空头出场,2021-05-26 08:00,平空-EMA,1.6773,168400,242226.56,-40493.1,-16.71,65117.05,26.87,-40974.95,-16.91,191855.7,1918.56
90,空头进场,2021-05-22 12:00,开空,1.4384,168400,242226.56,-40493.1,-16.71,65117.05,26.87,-40974.95,-16.91,191855.7,1918.56
91,空头出场,2021-05-30 16:00,平空-EMA,1.6908,138036,201753.4176,-31855.42,-15.78,17374.48,8.61,-31959.59,-15.83,160000.28,1600.00
91,空头进场,2021-05-28 16:00,开空,1.4616,138036,201753.4176,-31855.42,-15.78,17374.48,8.61,-31959.59,-15.83,160000.28,1600.00
92,多头出场,2021-06-04 12:00,平多,1.6595,95238,169914.1158,-12030.64,-7.08,9972.18,5.87,-16856.37,-9.92,147969.64,1479.70
92,多头进场,2021-06-02 12:00,开多,1.7841,95238,169914.1158,-12030.64,-7.08,9972.18,5.87,-16856.37,-9.92,147969.64,1479.70
93,空头出场,2021-06-15 12:00,平空-EMA,1.5967,100830,157889.697,-3265.01,-2.07,21065.11,13.33,-7328.62,-4.64,144704.64,1447.05
93,空头进场,2021-06-08 04:00,开空,1.5659,100830,157889.697,-3265.01,-2.07,21065.11,13.33,-7328.62,-4.64,144704.64,1447.05
94,空头出场,2021-06-20 16:00,平空-止盈,1.3302,102797,154627.2474,17740.99,11.47,18158.88,11.74,-3634.09,-2.35,162445.62,1624.46
94,空头进场,2021-06-16 20:00,开空,1.5042,102797,154627.2474,17740.99,11.47,18158.88,11.74,-3634.09,-2.35,162445.62,1624.46
95,空头出场,2021-07-03 04:00,平空-EMA,1.3946,132523,172359.4138,-12635.75,-7.33,1981.18,1.15,-12715.62,-7.37,149809.88,1498.10
95,空头进场,2021-07-02 08:00,开空,1.3006,132523,172359.4138,-12635.75,-7.33,1981.18,1.15,-12715.62,-7.37,149809.88,1498.10
96,多头出场,2021-07-05 16:00,平多,1.3836,108956,159729.496,-9133.21,-5.72,3134.34,1.96,-9842.32,-6.16,140676.66,1406.77
96,多头进场,2021-07-05 00:00,开多,1.466,108956,159729.496,-9133.21,-5.72,3134.34,1.96,-9842.32,-6.16,140676.66,1406.77
97,多头出场,2021-07-08 08:00,平多,1.3851,103798,150600.5182,-6977.09,-4.63,38.88,0.03,-7818.63,-5.19,133699.56,1337.00
97,多头进场,2021-07-06 12:00,开多,1.4509,103798,150600.5182,-6977.09,-4.63,38.88,0.03,-7818.63,-5.19,133699.56,1337.00
98,空头出场,2021-07-16 16:00,平空-止盈,1.1669,108234,143626.518,17193.3,11.96,17407.98,12.11,-5223.75,-3.64,150892.88,1508.93
98,空头进场,2021-07-09 04:00,开空,1.327,108234,143626.518,17193.3,11.96,17407.98,12.11,-5223.75,-3.64,150892.88,1508.93
99,多头出场,2021-07-27 08:00,平多,1.2294,121221,160811.7786,-11937.6,-7.42,8708.12,5.41,-13778.38,-8.56,138955.27,1389.55
99,多头进场,2021-07-26 08:00,开多,1.3266,121221,160811.7786,-11937.6,-7.42,8708.12,5.41,-13778.38,-8.56,138955.27,1389.55
100,多头出场,2021-09-07 16:00,平多,2.645,113433,148880.8125,150925.02,101.32,202800.48,136.15,-7538.33,-5.06,289880.28,2898.80
100,多头进场,2021-07-30 08:00,开多,1.3125,113433,148880.8125,150925.02,101.32,202800.48,136.15,-7538.33,-5.06,289880.28,2898.80
101,空头出场,2021-09-11 16:00,平空-EMA,2.71,123651,299730.024,-35681.6,-11.90,27547.96,9.19,-40954.69,-13.66,254198.69,2541.99
101,空头进场,2021-09-07 20:00,开空,2.424,123651,299730.024,-35681.6,-11.90,27547.96,9.19,-40954.69,-13.66,254198.69,2541.99
102,空头出场,2021-09-15 20:00,平空-EMA,2.563,111987,264065.346,-23232.88,-8.79,5355.33,2.03,-25217.12,-9.54,230965.81,2309.66
102,空头进场,2021-09-13 12:00,开空,2.358,111987,264065.346,-23232.88,-8.79,5355.33,2.03,-25217.12,-9.54,230965.81,2309.66
103,空头出场,2021-09-20 12:00,平空-止盈,2.121,100226,240843.078,28037.02,11.64,30147.83,12.51,-3728.56,-1.55,259002.83,2590.03
103,空头进场,2021-09-17 12:00,开空,2.403,100226,240843.078,28037.02,11.64,30147.83,12.51,-3728.56,-1.55,259002.83,2590.03
104,空头出场,2021-10-02 20:00,平空-EMA,2.29,123221,268868.222,-13583.39,-5.05,19827.37,7.37,-14428.07,-5.36,245419.44,2454.19
104,空头进场,2021-09-26 12:00,开空,2.182,123221,268868.222,-13583.39,-5.05,19827.37,7.37,-14428.07,-5.36,245419.44,2454.19
105,空头出场,2021-10-07 16:00,平空-EMA,2.323,117537,255290.364,-18012.25,-7.05,7042.11,2.76,-23987.66,-9.39,227407.19,2274.07
105,空头进场,2021-10-04 08:00,开空,2.172,117537,255290.364,-18012.25,-7.05,7042.11,2.76,-23987.66,-9.39,227407.19,2274.07
106,空头出场,2021-10-16 16:00,平空-EMA,2.243,110110,237287.05,-9931.81,-4.18,9130.6,3.85,-10468.98,-4.41,217475.38,2174.75
106,空头进场,2021-10-12 00:00,开空,2.155,110110,237287.05,-9931.81,-4.18,9130.6,3.85,-10468.98,-4.41,217475.38,2174.75
107,空头出场,2021-10-20 20:00,平空-EMA,2.196,105700,227360.7,-4986.24,-2.19,6439.72,2.83,-6138.58,-2.70,212489.14,2124.89
107,空头进场,2021-10-17 20:00,开空,2.151,105700,227360.7,-4986.24,-2.19,6439.72,2.83,-6138.58,-2.70,212489.14,2124.89
108,多头出场,2021-10-21 20:00,平多,2.171,98440,222375.96,-8880.76,-3.99,3727.97,1.68,-12514.63,-5.62,203608.38,2036.08
108,多头进场,2021-10-21 12:00,开多,2.259,98440,222375.96,-8880.76,-3.99,3727.97,1.68,-12514.63,-5.62,203608.38,2036.08
109,空头出场,2021-10-26 12:00,平空-EMA,2.18,100660,213499.86,-6155.41,-2.88,2711.73,1.27,-8260.21,-3.87,197452.97,1974.53
109,空头进场,2021-10-24 16:00,开空,2.121,100660,213499.86,-6155.41,-2.88,2711.73,1.27,-8260.21,-3.87,197452.97,1974.53
110,空头出场,2021-11-03 12:00,平空-EMA,2.078,98784,207347.616,1868.15,0.90,29037.61,14.00,-103.67,-0.05,199321.11,1993.21
110,空头进场,2021-10-27 12:00,开空,2.099,98784,207347.616,1868.15,0.90,29037.61,14.00,-103.67,-0.05,199321.11,1993.21
